rain_24h_mm,rain_72h_mm,river_ratio,soil_saturation,humidity_pct,wind_kmh,elevation_m,severity
27.9,36.6,0.347,0.337,61.7,21.1,141.8,0
60.4,101.8,0.826,0.656,72.0,31.5,58.5,2
16.3,48.1,0.62,0.373,44.3,19.8,60.3,0
2.4,21.4,0.343,0.231,69.7,11.3,73.4,0
6.4,29.8,0.465,0.276,45.3,7.0,107.8,0
14.9,59.4,0.584,0.43,40.7,5.7,34.0,0
2.9,59.3,0.6,0.374,66.5,21.0,145.6,0
5.4,54.3,0.44,0.485,44.5,10.9,151.3,0
6.5,9.6,0.397,0.216,65.2,4.4,216.7,0
13.7,14.5,0.432,0.258,48.9,16.0,80.2,0
32.6,45.3,0.56,0.281,54.9,16.4,67.2,0
13.0,114.5,0.827,0.716,43.6,45.7,60.3,2
34.8,57.4,0.541,0.53,67.8,2.9,82.6,0
19.6,25.6,0.394,0.156,64.3,3.5,56.6,0
5.7,28.1,0.411,0.324,47.6,1.6,126.4,0
28.3,30.3,0.366,0.287,55.9,6.6,57.7,0
24.1,30.4,0.413,0.322,61.2,11.6,57.7,0
35.7,56.4,0.477,0.437,53.9,10.2,113.4,0
42.9,60.1,0.677,0.21,69.8,32.7,52.8,1
62.1,82.6,0.808,0.566,61.1,11.8,45.1,2
33.7,79.5,0.805,0.586,53.2,3.2,54.5,2
23.3,92.0,0.695,0.644,43.1,41.3,58.4,1
35.8,69.6,0.589,0.363,47.4,22.8,40.6,1
11.5,83.2,0.556,0.497,58.5,20.7,26.9,0
10.5,28.1,0.462,0.24,55.6,3.9,55.0,0
69.5,149.4,1.132,0.582,69.6,15.6,114.0,3
10.1,44.4,0.441,0.295,49.1,27.2,151.8,0
6.7,70.5,0.616,0.354,39.9,23.5,48.2,0
33.7,51.7,0.575,0.409,53.4,7.4,52.0,0
11.6,44.5,0.435,0.204,70.2,11.1,215.3,0
42.5,186.8,1.239,0.81,51.1,25.4,64.5,3
58.2,90.8,0.94,0.482,61.0,15.1,71.2,2
8.1,76.3,0.639,0.543,34.0,8.7,125.5,1
37.6,112.9,0.891,0.864,53.9,5.8,51.1,2
9.8,62.0,0.496,0.446,50.3,10.9,157.1,0
15.2,75.6,0.627,0.378,57.1,29.7,69.1,0
27.1,45.2,0.528,0.293,53.8,27.6,50.8,0
10.5,22.7,0.375,0.327,41.5,15.0,67.5,0
24.7,34.0,0.458,0.189,50.6,14.4,119.4,0
16.7,60.6,0.64,0.512,53.0,20.1,56.0,1
43.3,75.0,0.695,0.493,51.0,15.7,52.6,1
43.4,84.7,0.7,0.494,52.1,15.7,60.7,1
10.6,17.9,0.404,0.097,61.7,3.0,58.9,0
27.7,42.3,0.441,0.425,51.4,5.6,51.6,0
49.5,116.2,0.891,0.558,63.4,20.1,141.0,1
5.3,41.8,0.451,0.355,51.4,12.8,54.1,0
16.6,51.1,0.442,0.362,44.8,12.1,52.6,0
26.5,51.0,0.538,0.234,53.6,9.5,159.4,0
5.0,18.1,0.386,0.229,55.1,28.9,133.6,0
12.2,94.2,0.645,0.434,67.8,18.6,48.3,0
81.7,175.0,1.232,0.794,58.9,19.7,42.8,3
10.1,43.0,0.505,0.385,52.9,4.5,141.8,0
11.5,38.6,0.659,0.392,61.1,16.2,57.9,0
33.3,132.1,0.835,0.686,67.4,53.7,146.8,1
4.1,19.2,0.382,0.174,47.5,2.0,60.0,0
17.0,36.4,0.418,0.262,53.5,21.7,73.0,0
6.8,70.8,0.645,0.393,62.0,11.7,73.2,0
24.6,43.7,0.546,0.156,60.0,12.4,21.2,0
21.3,52.6,0.588,0.389,63.7,25.7,153.2,0
27.2,28.5,0.41,0.14,65.7,7.0,83.4,0
12.6,107.6,0.824,0.601,58.4,8.8,44.7,1
13.5,73.1,0.546,0.33,55.3,10.2,161.6,0
10.8,88.3,0.529,0.411,48.4,5.8,48.0,0
16.7,27.7,0.496,0.347,52.7,10.0,66.7,0
70.3,181.9,1.006,0.882,61.8,9.4,81.3,3
44.6,73.1,0.669,0.291,68.7,13.9,51.8,0
16.7,99.8,0.755,0.513,56.1,22.2,23.1,1
12.2,55.1,0.558,0.415,55.4,5.6,46.0,0
40.9,102.8,0.775,0.52,50.6,14.8,103.9,2
23.1,68.9,0.629,0.414,65.3,12.0,61.6,1
4.8,23.7,0.403,0.293,46.6,10.7,120.8,0
14.7,18.6,0.408,0.256,52.1,5.4,32.5,0
64.1,152.3,1.283,0.677,72.7,28.1,51.3,3
32.1,99.9,0.74,0.566,64.2,26.5,60.1,1
12.3,100.5,0.648,0.541,47.2,10.9,33.8,1
2.1,7.8,0.203,0.365,43.7,20.0,70.7,0
24.5,44.5,0.594,0.342,54.3,7.8,45.9,0
19.7,24.5,0.283,0.286,50.5,22.6,73.3,0
16.2,32.1,0.254,0.327,42.8,5.7,223.7,0
41.3,117.8,0.745,0.604,52.6,6.3,49.7,2
32.5,93.8,0.796,0.476,35.2,13.7,44.7,1
2.3,56.8,0.564,0.44,59.6,36.3,222.8,0
19.8,40.0,0.418,0.376,61.9,4.9,55.5,0
3.4,10.4,0.394,0.407,63.8,2.1,48.9,0
11.0,35.5,0.195,0.383,56.6,21.9,117.9,0
3.0,12.2,0.293,0.295,48.9,12.7,54.1,0
3.2,71.6,0.658,0.52,60.7,13.8,62.7,1
27.6,142.0,0.923,0.664,50.8,9.8,42.5,2
25.0,67.6,0.614,0.327,45.4,18.1,225.2,0
18.3,23.9,0.233,0.182,53.8,20.9,52.1,0
9.9,100.7,0.663,0.629,56.9,3.5,76.1,1
2.6,37.2,0.5,0.451,45.9,2.6,62.5,0
11.1,41.3,0.538,0.405,45.4,4.9,48.3,0
25.1,75.8,0.733,0.456,52.7,7.6,13.7,1
24.5,31.9,0.496,0.454,59.2,10.8,53.4,0
63.0,83.5,0.597,0.461,60.9,15.5,144.9,1
55.4,83.7,0.675,0.399,82.0,20.7,51.2,1
19.1,58.4,0.733,0.427,54.0,7.3,145.1,0
10.9,54.0,0.419,0.504,59.8,21.2,79.5,0
7.1,57.7,0.43,0.326,41.5,12.9,54.1,0
2.0,18.4,0.44,0.097,57.0,14.2,62.6,0
4.1,6.9,0.204,0.21,49.0,3.2,120.7,0
25.1,49.4,0.717,0.439,55.9,6.5,46.5,1
34.6,62.0,0.851,0.152,71.0,9.7,78.7,1
13.8,16.3,0.271,0.331,51.2,64.8,223.5,0
123.7,139.2,1.057,0.592,61.3,26.5,149.3,3
4.1,40.2,0.312,0.4,43.4,10.3,58.4,0
1.6,19.9,0.481,0.077,53.6,6.9,56.8,0
122.0,156.7,0.946,0.65,72.5,43.6,69.5,3
2.4,19.9,0.254,0.312,53.0,13.2,80.5,0
13.5,67.4,0.579,0.549,43.9,6.0,121.4,0
7.9,18.0,0.454,0.249,69.5,4.6,32.0,0
27.0,57.7,0.446,0.617,68.0,17.3,70.2,0
12.4,44.5,0.479,0.259,55.0,10.6,24.2,0
34.7,100.9,0.535,0.475,45.4,25.4,217.2,0
42.0,63.7,0.555,0.398,71.4,5.9,145.9,0
1.9,115.1,0.678,0.591,61.4,20.9,120.1,1
6.7,116.6,0.744,0.654,53.9,22.4,59.1,1
37.6,48.6,0.591,0.3,67.6,29.2,112.1,0
49.9,79.7,0.727,0.537,56.0,8.4,80.8,1
22.4,28.9,0.502,0.34,47.9,22.0,70.0,0
29.0,76.2,0.658,0.618,57.9,9.6,54.2,1
66.4,84.4,0.825,0.461,50.2,8.1,61.0,2
12.6,46.7,0.459,0.39,45.1,10.8,150.3,0
22.2,45.8,0.495,0.411,59.9,2.4,40.2,0
55.5,270.3,1.573,1.0,62.8,16.9,64.4,3
58.5,85.0,0.72,0.488,50.3,13.4,46.9,1
16.9,41.1,0.485,0.152,51.4,3.6,34.4,0
7.0,76.9,0.736,0.483,42.4,14.7,51.3,1
16.7,95.0,0.8,0.599,50.8,20.8,82.7,1
18.5,57.4,0.556,0.396,50.2,10.5,39.5,0
6.7,86.8,0.77,0.443,61.0,7.8,33.0,1
8.1,196.7,0.967,0.786,52.0,16.8,154.9,2
58.6,80.9,0.719,0.532,59.4,32.7,40.1,2
30.3,37.9,0.441,0.329,53.7,10.7,57.8,0
13.6,57.6,0.533,0.527,40.4,40.9,110.8,0
4.6,78.6,0.666,0.352,51.9,25.0,123.3,0
8.3,114.3,0.745,0.577,57.2,8.2,223.3,0
1.4,52.7,0.567,0.264,54.1,5.6,50.9,0
23.0,54.4,0.544,0.482,61.2,18.0,116.2,0
7.7,20.8,0.351,0.371,59.2,4.3,116.9,0
24.9,113.5,0.939,0.789,73.6,5.1,36.0,2
37.2,78.0,0.498,0.527,48.9,10.0,143.8,1
25.3,28.2,0.4,0.36,57.9,9.0,57.7,0
11.8,155.8,1.01,0.819,56.7,35.6,60.2,3
6.2,14.4,0.454,0.287,50.4,22.1,150.6,0
3.6,78.8,0.601,0.488,47.5,22.6,68.6,0
53.8,91.6,0.757,0.588,64.6,19.1,44.2,2
24.2,27.5,0.34,0.479,59.1,9.3,56.3,1
12.6,40.5,0.411,0.356,45.6,10.1,110.9,0
32.8,55.2,0.652,0.394,42.9,17.0,53.9,0
46.5,51.3,0.729,0.395,55.5,7.0,64.3,1
7.9,55.0,0.479,0.378,47.9,5.1,123.8,0
23.5,90.2,0.593,0.549,60.6,21.4,145.8,0
24.0,53.9,0.509,0.371,48.4,18.9,163.1,0
64.0,85.8,0.611,0.613,60.8,7.5,70.0,1
12.4,62.7,0.702,0.515,40.3,4.8,47.6,0
5.9,25.2,0.204,0.472,40.5,4.7,227.1,0
26.2,47.0,0.56,0.359,50.0,21.2,72.2,0
35.4,66.2,0.667,0.461,55.7,25.8,50.4,1
21.6,25.9,0.401,0.302,48.9,5.9,224.8,0
67.8,69.4,0.692,0.465,64.0,16.2,112.5,1
12.3,21.6,0.405,0.365,40.4,5.2,68.9,0
22.1,68.6,0.667,0.298,53.8,29.0,51.3,0
2.2,22.7,0.49,0.309,50.7,2.3,33.4,0
5.5,14.7,0.531,0.416,41.3,14.4,62.1,0
8.0,135.2,0.787,0.823,55.1,8.5,50.9,1
14.8,36.5,0.316,0.433,37.0,5.5,53.6,0
3.0,34.0,0.275,0.387,47.0,3.1,115.6,0
32.4,119.8,0.714,0.587,63.5,5.5,22.9,2
7.1,42.6,0.283,0.276,35.3,9.7,225.8,0
106.7,156.6,1.009,0.716,74.4,11.7,60.2,3
7.4,19.7,0.293,0.153,43.9,12.8,166.5,0
19.9,52.5,0.639,0.467,50.5,37.3,44.4,0
17.4,132.3,0.938,0.821,66.0,22.1,62.8,3
4.8,49.3,0.361,0.409,47.8,20.4,222.0,0
14.9,53.7,0.49,0.459,67.3,20.4,77.9,0
14.7,38.7,0.617,0.355,51.9,16.7,144.2,0
42.1,48.4,0.59,0.417,58.1,26.0,117.5,0
27.1,107.1,0.771,0.401,63.1,8.6,123.0,1
31.9,60.6,0.619,0.441,61.5,17.5,56.0,1
41.3,55.8,0.571,0.356,59.8,4.1,65.7,0
32.4,37.8,0.707,0.322,53.5,21.5,32.6,1
23.3,64.0,0.592,0.447,43.3,13.3,54.4,1
7.9,15.7,0.405,0.176,41.2,11.1,38.9,0
21.8,102.4,0.622,0.477,66.0,5.5,50.6,1
6.1,21.6,0.314,0.196,66.6,3.6,109.3,0
16.2,49.5,0.494,0.24,55.6,8.5,43.4,0
13.9,57.6,0.61,0.298,40.0,12.8,56.0,0
15.0,54.2,0.489,0.297,48.2,22.3,48.2,0
3.0,69.9,0.612,0.32,45.9,24.0,44.4,0
11.2,28.4,0.328,0.337,49.3,22.6,151.2,0
50.2,81.5,0.585,0.412,53.0,19.3,124.1,0
19.6,71.9,0.544,0.289,59.3,4.1,38.2,0
47.1,153.4,1.021,0.734,61.5,13.1,32.5,3
6.1,69.0,0.622,0.345,65.6,30.3,38.8,0
10.5,83.7,0.658,0.633,50.6,36.9,48.6,1
111.9,134.2,0.975,0.708,71.5,8.6,48.2,3
6.6,51.1,0.524,0.244,59.0,8.4,41.6,0
31.3,125.7,0.855,0.715,65.2,32.9,49.8,2
31.3,61.0,0.511,0.422,47.1,25.9,62.6,0
28.1,72.8,0.671,0.438,59.7,13.0,39.0,1
31.7,35.4,0.655,0.458,58.2,15.9,71.9,1
6.5,63.3,0.559,0.336,55.5,16.5,66.3,0
11.8,50.3,0.405,0.467,54.4,25.5,48.8,0
65.8,119.4,1.042,0.602,76.2,27.7,55.6,3
31.5,54.4,0.655,0.388,49.9,10.4,121.5,0
8.0,10.3,0.495,0.152,45.7,30.3,43.1,0
6.2,65.3,0.588,0.369,46.4,32.7,46.8,0
51.0,65.4,0.556,0.392,57.8,12.4,109.8,0
7.3,11.6,0.274,0.054,55.5,31.6,70.2,0
7.9,44.0,0.501,0.38,49.6,10.2,226.1,0
4.5,121.8,0.977,0.659,60.8,19.6,38.0,2
37.3,49.3,0.494,0.235,57.9,36.3,43.1,0
46.5,61.5,0.391,0.476,58.7,29.3,84.8,1
14.0,75.7,0.645,0.602,43.6,7.1,49.9,1
46.7,71.9,0.595,0.397,74.0,18.3,60.8,1
25.9,84.8,0.637,0.435,55.8,19.2,54.6,1
4.1,27.9,0.353,0.388,65.8,14.2,142.0,0
61.9,81.9,0.726,0.531,56.9,10.0,149.3,1
4.4,17.1,0.246,0.234,59.4,6.8,164.3,0
15.2,56.9,0.578,0.472,49.9,11.0,55.5,0
14.1,26.7,0.42,0.307,68.8,3.9,64.8,0
11.4,30.2,0.233,0.425,62.8,18.1,67.1,0
0.6,80.1,0.707,0.487,58.9,38.4,26.4,1
93.9,251.6,1.471,1.0,61.2,16.0,52.5,3
0.8,47.4,0.388,0.461,67.4,6.6,57.6,0
65.2,147.2,0.864,0.526,78.7,7.2,214.8,2
5.9,27.2,0.446,0.387,49.9,25.9,52.6,0
9.0,33.4,0.477,0.263,54.7,16.5,28.8,0
59.9,97.5,0.767,0.6,69.0,17.0,220.8,1
28.6,43.3,0.574,0.496,40.8,17.6,47.5,0
2.4,22.1,0.297,0.238,61.5,16.5,51.3,0
2.3,59.5,0.288,0.368,60.6,17.7,59.2,0
24.7,56.7,0.592,0.393,51.4,16.5,54.1,0
4.3,31.4,0.491,0.17,35.2,20.0,67.8,0
30.0,55.7,0.532,0.592,59.5,18.3,112.2,0
32.9,42.3,0.602,0.339,48.2,3.5,40.1,0
6.8,43.2,0.392,0.494,40.4,6.5,78.0,0
9.6,24.2,0.285,0.243,56.5,6.6,228.5,0
25.5,29.1,0.387,0.295,66.6,7.9,48.4,0
6.4,14.2,0.402,0.32,51.3,4.7,110.6,0
19.6,45.8,0.347,0.257,64.6,15.9,218.1,0
117.3,170.6,1.297,0.827,76.1,26.2,213.9,3
26.7,92.5,0.676,0.618,45.3,3.9,76.4,1
11.6,17.1,0.37,0.226,49.4,5.5,213.5,0
101.8,150.5,1.013,0.716,76.9,8.1,123.8,3
39.8,162.6,1.166,0.906,53.9,3.4,62.3,3
4.5,73.1,0.736,0.587,59.3,12.5,51.0,1
5.9,41.0,0.407,0.478,49.7,2.1,135.5,0
1.1,38.9,0.501,0.269,57.9,11.8,41.5,0
25.1,59.2,0.664,0.356,59.4,15.3,125.8,0
101.7,119.9,0.988,0.599,66.3,16.4,69.7,3
13.3,84.7,0.601,0.57,59.7,12.1,49.2,1
42.0,52.5,0.56,0.274,41.4,12.3,116.8,0
12.0,48.8,0.447,0.265,45.2,22.1,75.5,0
24.6,101.4,0.745,0.506,52.2,33.8,117.1,1
15.4,50.9,0.37,0.291,63.9,15.6,222.8,0
19.0,23.9,0.468,0.351,43.5,7.3,54.0,0
54.3,152.8,0.832,0.841,60.4,7.6,119.7,2
78.4,106.7,0.784,0.547,67.1,5.6,40.1,2
73.4,80.1,0.648,0.471,65.7,31.9,117.9,1
193.0,324.5,1.7,1.0,82.1,18.9,44.7,3
7.5,31.3,0.313,0.259,48.2,10.2,49.8,0
27.1,40.0,0.439,0.446,54.4,13.4,48.3,0
7.7,46.2,0.526,0.312,61.0,8.1,144.6,0
52.4,60.2,0.719,0.313,54.9,16.4,57.4,1
4.8,23.1,0.176,0.393,35.5,14.6,60.6,0
55.2,144.6,0.946,0.636,64.6,18.6,54.5,3
22.3,46.8,0.641,0.499,67.5,4.1,70.8,1
16.4,62.7,0.534,0.681,46.2,1.9,211.7,0
18.6,111.3,0.81,0.598,65.9,21.8,100.7,1
3.6,27.3,0.489,0.397,56.7,9.8,29.8,0
4.1,16.5,0.288,0.093,43.4,5.8,61.8,0
22.8,76.9,0.699,0.322,50.0,23.8,25.4,1
22.6,28.9,0.504,0.22,49.6,7.0,53.3,0
8.2,18.9,0.415,0.327,54.7,5.7,38.7,0
13.2,100.6,0.67,0.567,52.7,7.9,123.5,0
29.4,62.3,0.549,0.403,65.5,7.7,152.5,0
6.4,62.3,0.466,0.303,59.8,6.7,65.1,0
0.8,12.5,0.311,0.216,39.8,19.4,223.2,0
67.9,112.5,0.762,0.555,51.5,33.0,43.3,2
24.4,70.5,0.563,0.368,60.8,5.8,58.3,0
10.2,141.1,0.973,0.632,49.5,12.1,55.2,2
7.7,59.5,0.612,0.426,51.8,6.9,21.4,0
6.3,72.0,0.558,0.392,57.4,24.6,77.8,0
52.2,87.7,0.596,0.517,67.2,17.4,63.2,1
2.7,43.9,0.494,0.19,42.6,12.0,43.7,0
27.0,53.1,0.51,0.429,38.5,20.1,59.5,0
27.0,51.8,0.606,0.401,55.4,23.9,56.2,0
37.9,57.1,0.557,0.379,51.2,20.3,54.5,0
11.4,36.3,0.212,0.334,54.4,18.5,229.2,0
63.0,78.5,0.607,0.566,61.4,35.2,57.5,1
39.0,99.5,0.743,0.432,50.4,17.5,58.5,1
11.0,20.5,0.381,0.265,70.5,6.0,114.5,0
7.2,125.0,0.635,0.543,53.3,13.2,222.0,0
15.5,71.7,0.523,0.464,49.9,8.8,118.3,0
10.5,85.1,0.748,0.484,54.5,31.2,56.3,1
5.7,16.1,0.481,0.24,57.1,8.9,53.6,0
19.5,37.2,0.523,0.4,50.1,9.9,41.7,0
13.3,47.5,0.513,0.436,72.7,10.8,29.4,0
76.2,107.4,0.78,0.691,52.0,17.8,122.0,2
10.5,66.9,0.609,0.402,42.1,7.3,121.4,0
7.1,38.4,0.444,0.391,40.3,7.1,59.2,0
18.2,140.9,0.909,0.768,54.9,6.3,217.3,2
23.6,34.4,0.474,0.279,59.6,29.7,219.6,0
25.5,33.7,0.508,0.32,53.4,18.5,78.9,0
25.3,42.1,0.479,0.33,59.8,10.8,48.2,0
18.8,43.7,0.472,0.474,58.7,8.5,66.2,0
17.4,97.3,0.54,0.627,51.9,6.0,141.2,0
33.1,76.7,0.669,0.445,60.7,10.2,62.0,1
4.9,32.2,0.435,0.267,51.2,9.9,61.2,0
7.2,27.1,0.297,0.37,49.9,25.0,67.0,0
1.6,29.7,0.589,0.415,48.3,5.0,144.5,0
5.1,29.9,0.488,0.324,54.7,13.8,53.1,0
47.8,156.9,0.974,0.843,69.4,19.1,36.6,3
31.8,102.1,0.966,0.69,47.4,7.8,57.6,2
84.8,102.6,0.813,0.559,61.7,6.6,75.5,2
68.7,99.4,0.813,0.57,64.3,16.6,209.2,1
32.1,54.9,0.6,0.435,71.2,6.7,42.3,0
21.2,22.6,0.289,0.228,58.8,15.7,223.7,0
18.6,37.3,0.402,0.476,48.5,14.3,149.4,0
0.3,19.3,0.476,0.215,44.7,21.1,118.5,0
16.4,31.1,0.546,0.305,62.5,23.1,43.0,0
9.0,27.1,0.427,0.457,50.9,3.2,44.4,0
5.4,28.7,0.246,0.123,43.0,17.1,58.2,0
27.3,74.2,0.692,0.485,64.5,15.9,44.0,1
14.3,30.4,0.329,0.237,56.8,14.8,74.9,0
19.8,109.6,0.807,0.601,45.6,23.7,116.1,1
4.3,14.9,0.306,0.129,42.0,5.6,58.3,0
40.5,118.3,0.776,0.602,41.1,24.4,111.8,2
10.5,50.9,0.415,0.378,48.7,17.2,155.8,0
25.9,33.2,0.481,0.329,58.6,3.6,212.6,0
11.6,34.3,0.268,0.392,61.5,7.9,118.9,0
0.1,112.5,0.837,0.404,55.4,11.6,62.9,1
28.4,143.3,0.983,0.72,46.1,4.1,51.6,2
15.4,63.4,0.486,0.408,52.2,17.2,223.1,0
1.4,42.4,0.404,0.337,63.7,22.6,119.5,0
3.5,49.1,0.502,0.372,48.5,20.0,149.2,0
41.6,63.7,0.599,0.35,64.8,20.5,52.6,1
1.5,24.0,0.373,0.133,57.4,8.0,43.5,0
10.1,36.0,0.463,0.338,59.7,16.9,77.4,0
91.0,215.0,1.493,0.917,70.0,35.8,76.3,3
29.2,72.7,0.522,0.496,62.7,5.4,49.7,0
36.5,103.8,0.834,0.495,46.0,5.3,68.3,2
12.9,54.4,0.538,0.452,66.2,5.9,57.0,0
1.1,112.0,0.756,0.606,37.7,11.0,53.2,1
21.8,36.8,0.305,0.323,58.0,6.0,138.6,0
3.9,8.8,0.177,0.192,52.2,19.0,74.5,0
3.4,4.4,0.26,0.16,47.5,12.0,217.5,0
19.3,39.9,0.399,0.312,47.3,12.5,35.9,0
4.4,25.0,0.409,0.382,57.1,22.8,217.5,0
17.0,26.6,0.341,0.144,61.1,3.7,71.4,0
7.5,32.0,0.462,0.245,52.4,14.6,116.6,0
16.4,61.2,0.541,0.51,52.3,15.6,44.5,0
9.3,50.3,0.496,0.447,63.7,28.3,17.1,0
16.9,28.3,0.364,0.41,51.3,43.6,59.0,0
64.0,113.6,0.918,0.612,61.9,7.0,61.3,3
37.3,139.2,1.013,0.597,56.3,9.4,52.5,3
14.9,50.1,0.513,0.273,74.1,2.5,47.7,0
55.4,69.6,0.748,0.421,54.2,7.5,36.9,1
26.3,32.2,0.446,0.372,62.9,30.5,113.8,0
52.2,100.2,0.648,0.543,46.8,22.2,120.5,1
1.9,43.1,0.524,0.316,44.6,9.5,51.0,0
4.5,78.2,0.56,0.516,50.2,11.0,141.4,0
21.6,67.5,0.285,0.442,54.4,4.8,223.2,0
14.5,69.9,0.484,0.409,52.1,4.9,222.2,0
16.9,97.3,0.586,0.464,53.9,12.1,56.3,0
30.7,118.3,0.734,0.72,51.4,8.5,61.3,2
21.8,118.4,0.828,0.73,65.8,20.0,29.5,2
40.6,71.4,0.676,0.359,50.5,23.6,30.2,1
39.6,226.6,1.179,1.0,64.3,9.5,162.1,3
4.8,92.0,0.647,0.594,58.2,15.1,217.9,0
0.2,72.3,0.6,0.356,44.4,10.8,48.5,0
4.4,25.3,0.375,0.31,49.8,10.7,59.6,0
3.9,52.5,0.544,0.353,52.6,28.6,38.5,0
18.4,27.0,0.493,0.174,68.3,4.0,156.8,0
18.1,105.1,0.577,0.744,51.9,28.7,60.9,1
13.5,72.8,0.75,0.429,83.1,20.8,49.6,1
27.3,33.9,0.336,0.357,62.5,15.6,217.4,0
125.3,186.1,1.227,0.795,74.8,24.8,34.6,3
13.2,16.6,0.359,0.384,61.2,10.9,52.6,0
22.5,78.3,0.55,0.657,41.9,8.4,118.5,0
16.9,19.5,0.319,0.12,64.1,6.1,53.1,0
8.3,9.9,0.403,0.203,42.7,20.9,107.0,0
30.9,34.8,0.514,0.433,63.9,14.8,53.2,0
12.4,51.3,0.353,0.335,49.2,35.1,76.0,0
6.1,79.7,0.695,0.523,46.6,19.6,76.4,1
6.8,99.9,0.798,0.413,67.3,14.6,26.1,1
42.0,78.5,0.567,0.411,57.9,9.1,54.4,0
30.2,71.1,0.668,0.481,44.6,9.5,50.9,1
9.5,28.3,0.479,0.236,61.3,7.0,79.2,0
26.9,38.6,0.365,0.296,46.5,17.1,52.2,0
17.1,56.0,0.584,0.259,65.6,10.8,67.9,0
22.9,51.6,0.496,0.437,55.5,8.4,54.1,0
8.0,50.4,0.477,0.253,43.1,36.8,220.7,0
4.1,15.7,0.252,0.379,59.2,24.5,120.4,0
12.3,37.1,0.532,0.261,58.1,12.1,122.7,0
5.3,52.0,0.514,0.452,35.9,12.5,45.8,0
4.8,41.2,0.392,0.402,52.3,20.2,115.1,0
2.2,9.8,0.284,0.129,54.7,10.3,53.1,0
9.7,103.8,0.822,0.527,55.5,4.3,73.2,1
49.3,132.2,0.878,0.647,58.4,9.2,44.8,3
38.9,64.5,0.728,0.393,64.2,14.4,61.8,1
72.3,148.2,1.05,0.633,68.1,15.9,72.8,3
4.5,4.9,0.208,0.247,53.0,2.7,51.8,0
32.9,81.8,0.659,0.433,55.4,21.4,125.3,1
14.8,26.5,0.432,0.272,55.6,3.4,73.1,0
6.8,79.6,0.42,0.577,48.3,5.1,222.5,0
44.4,48.6,0.581,0.418,50.9,23.2,52.0,0
15.0,40.8,0.451,0.281,45.4,10.4,214.5,0
0.8,6.1,0.44,0.297,51.3,25.8,41.8,0
38.5,89.1,0.838,0.582,51.3,24.8,52.9,1
25.1,32.6,0.695,0.242,54.7,5.0,54.9,0
19.5,125.7,0.822,0.617,65.8,9.4,121.4,1
3.2,86.7,0.727,0.603,50.9,7.2,46.3,1
22.0,76.3,0.6,0.543,56.6,8.8,62.4,0
64.1,113.8,1.047,0.482,60.4,10.0,64.3,3
24.4,59.0,0.411,0.316,66.4,5.8,219.2,0
1.6,6.0,0.495,0.266,65.5,24.2,56.9,0
26.3,99.7,0.92,0.458,52.4,6.3,52.0,2
24.6,170.9,0.928,0.91,61.8,10.6,157.6,2
35.5,146.2,1.067,0.916,74.4,6.5,54.6,3
23.9,35.0,0.529,0.348,46.5,14.0,56.2,0
4.8,109.1,0.726,0.516,60.6,9.4,64.3,1
18.4,128.9,0.808,0.692,41.0,8.3,144.1,2
12.6,42.3,0.472,0.436,54.2,24.7,142.7,0
20.8,69.5,0.675,0.456,54.2,11.2,31.7,1
45.9,74.0,0.724,0.508,45.7,13.2,218.8,1
7.5,104.8,0.707,0.511,61.9,2.8,221.7,0
81.7,98.5,0.78,0.494,66.3,16.4,51.2,2
26.1,27.4,0.53,0.367,48.8,20.3,50.8,0
38.7,99.6,0.632,0.499,60.8,7.8,45.3,1
34.1,106.7,0.765,0.358,64.7,10.8,65.4,1
25.1,43.0,0.488,0.318,41.9,28.6,70.0,0
29.9,38.7,0.562,0.357,31.6,8.7,72.6,0
21.8,23.3,0.593,0.365,55.1,18.1,57.7,0
28.4,61.7,0.627,0.566,50.4,11.0,55.5,1
2.3,48.0,0.475,0.372,63.1,24.5,55.4,0
28.1,105.2,0.722,0.644,53.5,15.4,64.1,1
26.2,74.4,0.739,0.477,58.7,7.7,43.6,1
37.7,57.2,0.582,0.432,56.5,5.4,61.8,1
39.1,79.4,0.613,0.469,45.9,33.3,122.6,0
57.7,137.9,0.96,0.745,61.5,18.7,221.9,3
29.0,74.1,0.706,0.399,46.0,15.2,154.8,1
67.4,138.4,0.849,0.891,51.8,11.5,150.1,2
10.3,19.7,0.205,0.04,44.9,3.4,158.2,0
69.6,128.4,0.938,0.725,53.6,18.0,65.9,3
12.8,61.0,0.436,0.443,52.4,14.7,123.7,0
26.2,50.3,0.388,0.407,53.1,18.2,144.4,0
41.4,122.8,0.792,0.546,60.9,28.0,53.6,2
25.4,174.1,1.182,0.699,43.5,14.4,34.0,3
87.9,90.9,0.881,0.584,64.0,7.0,60.4,3
18.9,44.2,0.739,0.471,51.2,18.7,57.3,1
31.5,62.6,0.503,0.441,58.6,33.6,147.1,0
22.0,55.4,0.692,0.466,57.5,11.7,52.8,0
58.1,75.3,0.658,0.428,62.5,13.1,219.8,0
10.7,14.8,0.335,0.267,45.8,10.0,50.4,0
93.7,120.4,0.935,0.754,67.2,16.5,71.9,3
7.7,39.1,0.327,0.302,49.1,14.9,225.2,0
75.2,99.7,0.873,0.67,74.6,20.6,41.9,3
4.5,36.6,0.502,0.174,53.6,7.3,140.0,0
32.5,73.7,0.645,0.408,57.8,9.1,31.3,1
17.1,44.9,0.5,0.402,44.5,1.4,213.8,0
